f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,class
1.61416,1.57389,1.55677,1.52071,1.46023,1.40634,1.31636,1.22746,1.13691,1.0452,0.95726,0.861957,0.77127,0.68114,0.586555,0.497384,0.408924,0.315343,0.247981,0.155152,0.0626717,-0.0208005,-0.106388,-0.196903,-0.278548,-0.35857,-0.446148,-0.532699,-0.607827,-0.691435,-0.757934,-0.829013,-0.918774,-0.988475,-1.05075,-1.11819,-1.17479,-1.22238,-1.27407,-1.31896,-1.35649,-1.38564,-1.39436,-1.4157,-1.41585,-1.40577,-1.38615,-1.35511,-1.31935,-1.28525,-1.23508,-1.16234,-1.11778,-1.05209,-0.982645,-0.910029,-0.847263,-0.768823,-0.699341,-0.613719,-0.529268,-0.447487,-0.364089,-0.282341,-0.193688,-0.107253,-0.0219386,0.0617039,0.153333,0.238804,0.331439,0.427084,0.502013,0.585554,0.676925,0.764229,0.85712,0.947998,1.0393,1.12898,1.21929,1.30666,1.39518,1.48205,1.54974,1.58418,1.59869,1.61452,1.61422,1.60198,1.57743,1.54872,1.48079,1.39502,1.30825,1.21983,1.12858,1.03832,0.948474,0.854787,0.766077,0.674226,0.585039,0.491011,0.402929,0.309585,0.22283,0.130346,0.0451874,-0.038818,-0.12259,-0.212948,-0.303903,-0.380117,-0.466025,-0.535147,-0.607835,-0.679427,-0.760057,-0.838767,-0.915106,-0.974797,-1.04468,-1.1107,-1.16106,-1.21191,-1.26182,-1.29149,-1.32144,-1.35141,-1.36822,-1.37383,-1.36554,-1.34546,-1.34796,-1.32084,-1.28565,-1.26119,-1.19356,-1.13846,-1.08125,-1.02867,-0.959604,-0.89025,-0.817717,-0.734721,-0.671282,-0.613549,-0.539817,-0.44519,-0.359206,-0.281094,-0.201534,-0.112209,-0.0223496,0.0539497,0.125655,0.217566,0.309876,0.396336,0.489499,0.577279,0.671138,0.760018,0.854442,0.945227,1.034,1.12347,1.19658,1.28379,1.36838,1.45253,1.51327,1.54187,1.57519,1.59455,29
1.65234,1.66492,1.65637,1.62292,1.57093,1.49856,1.41152,1.33874,1.25277,1.15507,1.05845,0.972866,0.876829,0.797281,0.703739,0.608711,0.517741,0.424574,0.33673,0.247446,0.151266,0.0625944,-0.0246488,-0.110305,-0.201701,-0.287413,-0.367598,-0.447125,-0.533951,-0.603299,-0.677307,-0.753379,-0.82326,-0.896468,-0.968315,-1.01967,-1.07252,-1.10625,-1.17327,-1.22659,-1.26481,-1.30047,-1.31653,-1.33533,-1.33947,-1.33427,-1.33848,-1.30695,-1.28512,-1.26295,-1.22655,-1.19016,-1.15279,-1.10322,-1.06139,-0.995812,-0.947331,-0.89515,-0.815324,-0.758689,-0.680892,-0.594102,-0.515965,-0.433168,-0.344062,-0.253544,-0.170721,-0.0876369,-0.00676707,0.0821726,0.169041,0.259248,0.350684,0.443231,0.536815,0.628607,0.726664,0.820441,0.905779,1.00232,1.0995,1.19698,1.28576,1.3819,1.47651,1.56354,1.59913,1.6411,1.62923,1.61344,1.59963,1.56757,1.51638,1.46402,1.40163,1.31359,1.23009,1.13379,1.05211,0.955589,0.869193,0.79232,0.699944,0.620124,0.524701,0.437731,0.342538,0.259208,0.169635,0.0813783,-0.0101587,-0.0945835,-0.184625,-0.277711,-0.364048,-0.436502,-0.531363,-0.607805,-0.682804,-0.762105,-0.82545,-0.89662,-0.962245,-1.02341,-1.08892,-1.14756,-1.18036,-1.23185,-1.25848,-1.29304,-1.3258,-1.3493,-1.36883,-1.39273,-1.36474,-1.35117,-1.33798,-1.30219,-1.26432,-1.20801,-1.17798,-1.13089,-1.07404,-1.00355,-0.937406,-0.861503,-0.786321,-0.733328,-0.650518,-0.57155,-0.50821,-0.416976,-0.343374,-0.257144,-0.171861,-0.0792028,0.00728967,0.0993741,0.192153,0.283965,0.374402,0.467476,0.565246,0.6554,0.741821,0.831209,0.922888,1.01614,1.11254,1.21031,1.29609,1.39228,1.47211,1.5301,1.60119,1.64168,26
1.71997,1.71332,1.67072,1.60145,1.51391,1.42403,1.33486,1.24503,1.15599,1.06899,0.98363,0.897234,0.81301,0.728571,0.644812,0.559316,0.482329,0.397014,0.310879,0.225079,0.139653,0.0546458,-0.0298898,-0.113895,-0.199784,-0.27342,-0.354568,-0.438632,-0.516401,-0.598005,-0.675742,-0.755664,-0.823374,-0.895851,-0.970347,-1.04237,-1.10613,-1.17113,-1.2316,-1.28278,-1.32778,-1.36751,-1.39773,-1.41726,-1.43309,-1.42889,-1.41271,-1.39277,-1.36215,-1.3197,-1.27395,-1.21349,-1.15351,-1.08638,-1.02068,-0.945148,-0.871524,-0.795767,-0.718228,-0.639183,-0.56621,-0.484891,-0.410102,-0.32709,-0.250937,-0.166645,-0.08181,0.00350165,0.0874193,0.165906,0.253255,0.331467,0.417065,0.503071,0.589054,0.673854,0.758968,0.844341,0.930189,1.01738,1.09805,1.18727,1.27684,1.36684,1.45685,1.54541,1.63301,1.68498,1.71216,1.69806,1.66046,1.57516,1.48759,1.39773,1.30789,1.21807,1.12903,1.04877,0.961101,0.876121,0.790794,0.706823,0.622883,0.544963,0.464732,0.38259,0.30579,0.219907,0.1351,0.0492882,-0.0353499,-0.119465,-0.200499,-0.285834,-0.367906,-0.441761,-0.522003,-0.604386,-0.6823,-0.758626,-0.828047,-0.902982,-0.973082,-1.04502,-1.1104,-1.17347,-1.23328,-1.28194,-1.32942,-1.36879,-1.39868,-1.41777,-1.42523,-1.42852,-1.40423,-1.38417,-1.35128,-1.31147,-1.25843,-1.20522,-1.15217,-1.08397,-1.0172,-0.947182,-0.870453,-0.804618,-0.729746,-0.648172,-0.571755,-0.498303,-0.419217,-0.333949,-0.252949,-0.168814,-0.0841218,0.00105982,0.0861451,0.17093,0.257349,0.342527,0.429433,0.514424,0.599339,0.678062,0.763388,0.848392,0.934151,1.0206,1.10826,1.19704,1.28657,1.37661,1.46666,1.55344,1.63594,1.70241,1
1.0599,0.903684,0.78509,0.691053,0.604892,0.527327,0.458081,0.397397,0.345859,0.30379,0.270909,0.247349,0.233774,0.229974,0.219089,0.193856,0.127557,0.128098,0.0901624,0.114343,0.0752834,0.0462872,-0.0193554,-0.0754329,-0.0688687,-0.103527,-0.128311,-0.19129,-0.204406,-0.19928,-0.244053,-0.267645,-0.307046,-0.321248,-0.320781,-0.323435,-0.348097,-0.381091,-0.34467,-0.356652,-0.363776,-0.362533,-0.409958,-0.398351,-0.435251,-0.399442,-0.355007,-0.365,-0.322468,-0.29871,-0.32598,-0.283562,-0.260814,-0.261644,-0.251353,-0.23084,-0.200205,-0.206574,-0.148974,-0.138688,-0.120959,-0.0784967,-0.0829692,-0.0699811,-0.0216822,-0.00122268,0.0357776,0.0276276,0.0297899,0.101377,0.147037,0.177208,0.216937,0.266558,0.325184,0.392589,0.476876,0.624987,0.73924,0.885251,1.0498,1.2278,1.32501,1.40159,1.4703,1.50982,1.52537,1.51489,1.55933,1.51856,1.5297,1.42883,1.28802,1.14816,1.00923,0.851293,0.698968,0.54183,0.347347,0.183117,0.0257418,-0.152698,-0.311279,-0.454942,-0.541627,-0.584425,-0.424855,-0.210376,-0.141907,-0.217607,-0.383624,-0.545492,-0.656093,-0.798377,-0.86283,-1.00373,-1.13878,-1.26752,-1.38893,-1.47356,-1.55109,-1.70567,-1.73414,-1.81136,-1.8666,-1.87217,-1.91661,-1.95002,-1.97217,-1.98236,-1.9805,-1.96713,-1.94235,-1.90564,-1.85772,-1.79923,-1.73055,-1.65134,-1.56288,-1.4657,-1.36019,-1.30155,-1.17933,-1.05043,-0.915101,-0.773728,-0.57849,-0.428176,-0.311761,-0.183993,-0.0505625,0.0881912,0.192515,0.342955,0.46081,0.585736,0.751338,0.847521,0.979598,1.1782,1.35913,1.47539,1.59298,1.72171,1.8235,1.86425,1.90734,1.90503,1.90464,1.83893,1.80147,1.72184,1.58497,1.45372,1.26911,1.21106,9
1.15426,1.24924,1.32965,1.41788,1.49897,1.5883,1.66428,1.71584,1.72625,1.69232,1.61398,1.52654,1.43799,1.34956,1.26199,1.17282,1.08489,0.996343,0.909932,0.821468,0.734048,0.645955,0.559248,0.479252,0.392982,0.305794,0.219794,0.135273,0.0554638,-0.0287023,-0.112554,-0.196049,-0.280936,-0.361745,-0.443809,-0.518099,-0.59883,-0.671664,-0.75055,-0.821344,-0.894342,-0.968503,-1.0404,-1.10948,-1.17096,-1.231,-1.28605,-1.33628,-1.37,-1.40703,-1.42563,-1.43867,-1.43831,-1.41732,-1.39146,-1.35475,-1.30891,-1.2613,-1.20472,-1.14208,-1.07805,-1.01444,-0.93982,-0.87029,-0.795123,-0.722587,-0.645668,-0.566461,-0.487979,-0.408732,-0.328549,-0.248401,-0.167469,-0.0838052,-0.00208728,0.0741599,0.152772,0.234538,0.317751,0.40209,0.486514,0.570809,0.65615,0.741558,0.82727,0.912917,0.999173,1.08581,1.17267,1.26006,1.34784,1.43614,1.52473,1.61431,1.69798,1.7385,1.75179,1.69205,1.60735,1.51988,1.43134,1.34321,1.26273,1.17526,1.08765,0.99928,0.911793,0.824346,0.736909,0.649484,0.563049,0.47586,0.389728,0.303682,0.217735,0.131898,0.0549747,-0.0290038,-0.114295,-0.196439,-0.27876,-0.361102,-0.442869,-0.523966,-0.604273,-0.681677,-0.759004,-0.835691,-0.910732,-0.983761,-1.05431,-1.11386,-1.17486,-1.23894,-1.29228,-1.33414,-1.37199,-1.4064,-1.42487,-1.43224,-1.42909,-1.41287,-1.38459,-1.34579,-1.29824,-1.24917,-1.19356,-1.13846,-1.07359,-1.00919,-0.941296,-0.867254,-0.791397,-0.714572,-0.638057,-0.560627,-0.479791,-0.408567,-0.327113,-0.245955,-0.164196,-0.0829569,-3.39736e-05,0.0828224,0.166334,0.24973,0.327007,0.411378,0.488688,0.573526,0.658652,0.743978,0.829715,0.915827,1.00212,1.08893,17
1.56659,1.5439,1.52244,1.48187,1.41608,1.36875,1.30098,1.2155,1.1399,1.03861,0.93401,0.838123,0.738157,0.640419,0.545248,0.443562,0.353283,0.255745,0.160326,0.0671091,-0.0236588,-0.111784,-0.207954,-0.292928,-0.371115,-0.454949,-0.55123,-0.611259,-0.684658,-0.756252,-0.838306,-0.902952,-0.960128,-1.03192,-1.07245,-1.11856,-1.17409,-1.22385,-1.25717,-1.28054,-1.30967,-1.33172,-1.34596,-1.34972,-1.32708,-1.31822,-1.3017,-1.27777,-1.24671,-1.20874,-1.18683,-1.13576,-1.07913,-1.01705,-0.970394,-0.898414,-0.822478,-0.760993,-0.694927,-0.60766,-0.533988,-0.456653,-0.360881,-0.294773,-0.211535,-0.123232,-0.0452218,0.0483406,0.144001,0.230386,0.330135,0.419621,0.515031,0.608747,0.708989,0.806418,0.904378,0.997816,1.10051,1.18151,1.27734,1.37728,1.45639,1.50717,1.5457,1.57958,1.59645,1.59216,1.591,1.59293,1.57372,1.55763,1.50933,1.43845,1.33473,1.23481,1.13503,1.03723,0.933865,0.832508,0.733337,0.636518,0.542198,0.441323,0.351973,0.255346,0.160721,0.0685209,-0.0221971,-0.11614,-0.194561,-0.283172,-0.369073,-0.451993,-0.531667,-0.607832,-0.680124,-0.766125,-0.830425,-0.889977,-0.963969,-1.01337,-1.07774,-1.10428,-1.15854,-1.20698,-1.22597,-1.26098,-1.28904,-1.30973,-1.32305,-1.32853,-1.32651,-1.31652,-1.29919,-1.27425,-1.24236,-1.20354,-1.15838,-1.10715,-1.05617,-1.00899,-0.948547,-0.889178,-0.820644,-0.750765,-0.67542,-0.596588,-0.515582,-0.430996,-0.358527,-0.268007,-0.188949,-0.093469,-0.00878427,0.0697868,0.15895,0.250637,0.344498,0.440557,0.538451,0.629214,0.722594,0.82642,0.922822,1.01724,1.11971,1.21955,1.30524,1.3874,1.45597,1.50261,1.55191,1.57843,1.59575,1.58947,7
1.4243,1.32275,1.22182,1.12222,1.02372,0.926639,0.832719,0.741238,0.650831,0.562686,0.477038,0.389375,0.308727,0.225432,0.14429,0.0656242,-0.0104344,-0.0902509,-0.162333,-0.229657,-0.303136,-0.364821,-0.430647,-0.494604,-0.554992,-0.611355,-0.66381,-0.71969,-0.756118,-0.80648,-0.843912,-0.879991,-0.919363,-0.934579,-0.971071,-0.982891,-0.987936,-1.00566,-1.01699,-1.00177,-1.01959,-1.01282,-0.998722,-0.978216,-0.970318,-0.937456,-0.916834,-0.892656,-0.857544,-0.81938,-0.776042,-0.727804,-0.690029,-0.63215,-0.573434,-0.528317,-0.462448,-0.390891,-0.332436,-0.261067,-0.196154,-0.125812,-0.0481096,0.0260554,0.109476,0.185413,0.264298,0.348292,0.429646,0.517831,0.602655,0.692734,0.783658,0.878679,0.953428,1.05087,1.14743,1.24775,1.34768,1.44895,1.55111,1.65498,1.72757,1.75306,1.75383,1.73483,1.68596,1.59843,1.50108,1.40119,1.30517,1.20794,1.11466,1.01875,0.925943,0.831724,0.73653,0.641617,0.549744,0.453685,0.362017,0.2723,0.176668,0.0814986,-0.0131807,-0.107283,-0.200767,-0.293541,-0.382252,-0.467563,-0.557186,-0.645637,-0.732681,-0.826152,-0.901802,-0.983299,-1.07505,-1.14417,-1.21133,-1.29098,-1.35521,-1.40329,-1.47305,-1.50138,-1.53856,-1.56687,-1.58527,-1.59326,-1.59075,-1.59681,-1.5542,-1.5396,-1.4975,-1.46117,-1.40693,-1.34379,-1.27554,-1.2048,-1.12724,-1.04828,-0.966749,-0.882984,-0.797378,-0.710089,-0.621431,-0.531535,-0.440576,-0.348692,-0.24796,-0.162534,-0.0684359,0.0262255,0.121405,0.210524,0.306794,0.403435,0.494605,0.592047,0.684414,0.778327,0.871072,0.965257,1.05529,1.14283,1.23602,1.33615,1.43927,1.53846,1.63699,1.72805,1.76958,1.77853,1.74399,1.68723,1.60368,1.50075,36
1.72486,1.72635,1.69932,1.65249,1.58319,1.49457,1.40693,1.30708,1.22124,1.11854,1.01609,0.915497,0.816917,0.715563,0.615833,0.512355,0.41542,0.321561,0.233276,0.143241,0.0493835,-0.0410091,-0.131818,-0.218657,-0.292842,-0.380168,-0.456242,-0.533065,-0.606205,-0.671761,-0.740541,-0.805915,-0.860105,-0.924528,-0.98184,-1.02557,-1.06634,-1.11341,-1.14787,-1.17552,-1.21125,-1.22477,-1.24638,-1.26069,-1.26751,-1.26668,-1.2583,-1.25802,-1.23474,-1.2195,-1.20167,-1.15883,-1.13769,-1.0866,-1.04734,-0.993262,-0.946615,-0.889447,-0.82931,-0.765089,-0.695983,-0.62735,-0.560377,-0.476038,-0.411235,-0.32447,-0.237712,-0.148586,-0.06132,0.0301703,0.12478,0.217972,0.313405,0.414631,0.51523,0.616004,0.714722,0.81819,0.923732,1.02705,1.13209,1.23313,1.33919,1.44169,1.53704,1.62672,1.68753,1.72569,1.72496,1.72721,1.72275,1.69341,1.6341,1.54373,1.45668,1.35623,1.25746,1.1571,1.07035,0.965955,0.867296,0.762959,0.661031,0.562689,0.465824,0.365617,0.26845,0.175852,0.0781182,-0.0128505,-0.103867,-0.184699,-0.275906,-0.362811,-0.436156,-0.521134,-0.592828,-0.671238,-0.734856,-0.805437,-0.869943,-0.921297,-0.968402,-1.01997,-1.06583,-1.09131,-1.12427,-1.1654,-1.18483,-1.197,-1.21739,-1.21484,-1.23632,-1.23457,-1.22541,-1.22446,-1.20066,-1.20011,-1.16214,-1.14226,-1.09939,-1.0652,-1.02599,-0.984245,-0.924933,-0.867423,-0.802744,-0.740166,-0.674821,-0.602386,-0.529158,-0.455561,-0.369476,-0.286078,-0.211221,-0.127307,-0.0294711,0.0619739,0.154552,0.252574,0.352834,0.445301,0.537157,0.63517,0.73733,0.840988,0.942202,1.04527,1.15006,1.25014,1.35416,1.44107,1.53675,1.61818,1.67147,1.71027,25
1.63716,1.64976,1.63654,1.56658,1.50118,1.38779,1.27179,1.15662,1.04535,0.941136,0.858482,0.798711,0.762096,0.722408,0.702967,0.65318,0.598371,0.528504,0.447991,0.378664,0.305422,0.227059,0.151848,0.0733289,0.00133045,-0.0746318,-0.154424,-0.231372,-0.305249,-0.37576,-0.455032,-0.518485,-0.590873,-0.673011,-0.736647,-0.790741,-0.861785,-0.913698,-0.975309,-1.03167,-1.08244,-1.12717,-1.17524,-1.21766,-1.25297,-1.26984,-1.29479,-1.31195,-1.31977,-1.31944,-1.31161,-1.3042,-1.27373,-1.24942,-1.21675,-1.17037,-1.12657,-1.06438,-1.01256,-0.945753,-0.874761,-0.800516,-0.715611,-0.630569,-0.535105,-0.443902,-0.343875,-0.253181,-0.159233,-0.0577815,0.0414125,0.14681,0.253906,0.36118,0.471551,0.58248,0.696289,0.810876,0.924223,1.03929,1.1525,1.26785,1.38485,1.48521,1.60236,1.71908,1.8205,1.86462,1.86587,1.87003,1.85037,1.7412,1.62552,1.51027,1.39548,1.27841,1.16604,1.05193,0.94172,0.829865,0.721834,0.643053,0.538258,0.42943,0.314576,0.208198,0.103079,-0.000652856,-0.0995589,-0.203351,-0.302291,-0.394231,-0.492754,-0.584424,-0.673212,-0.755694,-0.84054,-0.919002,-0.988525,-1.0607,-1.1162,-1.17722,-1.23224,-1.27805,-1.31471,-1.34344,-1.36599,-1.38261,-1.39066,-1.38831,-1.38977,-1.36239,-1.33602,-1.31164,-1.27574,-1.22667,-1.18136,-1.14004,-1.08743,-1.02486,-0.956957,-0.884604,-0.821784,-0.741305,-0.681841,-0.595885,-0.517928,-0.436908,-0.353063,-0.277678,-0.199252,-0.118004,-0.0341477,0.0402498,0.122252,0.199377,0.270681,0.353429,0.426734,0.484361,0.541704,0.594517,0.631143,0.676628,0.701866,0.738334,0.797583,0.867385,0.966605,1.06925,1.18337,1.30127,1.41639,1.49959,1.58633,1.62601,11
1.83589,1.77913,1.73201,1.66344,1.56467,1.44975,1.33424,1.21753,1.10172,0.987755,0.876691,0.768737,0.678379,0.616321,0.523915,0.449049,0.359502,0.277733,0.19387,0.102835,0.0139215,-0.0604984,-0.146468,-0.235643,-0.318981,-0.395731,-0.474111,-0.548925,-0.625955,-0.699375,-0.768923,-0.812262,-0.882914,-0.951692,-0.999961,-1.05028,-1.09469,-1.13662,-1.18357,-1.21151,-1.23856,-1.25787,-1.27945,-1.29314,-1.28865,-1.28628,-1.27707,-1.25945,-1.24406,-1.21128,-1.18102,-1.1438,-1.08214,-1.05009,-1.00288,-0.941881,-0.878935,-0.813798,-0.758405,-0.688776,-0.613492,-0.540556,-0.464185,-0.384685,-0.306992,-0.227899,-0.14231,-0.0544127,0.0319756,0.11152,0.193317,0.273972,0.369694,0.455849,0.537074,0.610127,0.688222,0.782904,0.888207,0.998475,1.11178,1.22654,1.34235,1.45815,1.57291,1.68207,1.76527,1.81802,1.85628,1.85322,1.78895,1.72696,1.62191,1.51047,1.39599,1.27926,1.16409,1.05042,0.939695,0.83269,0.747122,0.663216,0.5898,0.507881,0.415519,0.322134,0.232215,0.141684,0.0499967,-0.0337782,-0.120792,-0.201919,-0.289324,-0.369144,-0.451319,-0.524451,-0.606219,-0.678347,-0.744489,-0.812887,-0.876468,-0.936086,-0.995023,-1.04683,-1.08679,-1.13775,-1.16269,-1.20422,-1.22852,-1.25461,-1.26695,-1.27941,-1.27862,-1.28395,-1.27113,-1.24988,-1.23213,-1.20238,-1.16369,-1.12393,-1.09538,-1.03485,-0.990662,-0.937297,-0.876597,-0.811155,-0.744152,-0.674739,-0.596799,-0.527872,-0.449701,-0.366219,-0.305778,-0.223311,-0.138323,-0.0509724,0.0252616,0.117763,0.194347,0.288893,0.370025,0.461194,0.555531,0.640368,0.709324,0.810782,0.919484,1.03227,1.14637,1.26295,1.37901,1.4949,1.60565,1.69335,1.77069,1.8345,10
1.72075,1.73191,1.72578,1.69256,1.64538,1.55277,1.46005,1.36681,1.27187,1.17546,1.07955,0.980138,0.883176,0.78445,0.69781,0.601092,0.507217,0.413572,0.320328,0.227959,0.136561,0.0462316,-0.0427551,-0.130739,-0.218026,-0.293201,-0.376234,-0.462093,-0.541116,-0.623003,-0.696979,-0.771761,-0.838139,-0.90459,-0.964418,-1.02669,-1.07834,-1.13099,-1.17776,-1.21575,-1.24213,-1.26737,-1.28233,-1.29448,-1.30237,-1.30433,-1.29771,-1.28261,-1.26442,-1.24653,-1.21658,-1.19247,-1.1489,-1.11461,-1.05851,-1.01186,-0.955521,-0.896292,-0.830323,-0.755764,-0.683732,-0.607032,-0.527413,-0.445659,-0.36326,-0.278901,-0.201695,-0.114069,-0.034114,0.0537389,0.13544,0.228022,0.313061,0.405827,0.501823,0.598429,0.695589,0.792975,0.890472,0.990143,1.07935,1.17715,1.27415,1.37141,1.46661,1.562,1.65838,1.71146,1.74022,1.74062,1.72515,1.67625,1.59671,1.50685,1.42258,1.329,1.23358,1.1373,1.04015,0.94285,0.846435,0.750614,0.65476,0.559349,0.467342,0.378102,0.291862,0.20097,0.111223,0.0227174,-0.0652108,-0.152301,-0.237862,-0.321706,-0.405166,-0.479946,-0.55802,-0.626576,-0.703654,-0.768725,-0.838305,-0.893827,-0.95918,-1.00689,-1.06294,-1.1139,-1.1584,-1.19363,-1.2216,-1.24327,-1.25879,-1.27566,-1.28421,-1.2843,-1.27596,-1.26874,-1.25321,-1.22963,-1.20637,-1.18009,-1.14478,-1.0934,-1.04956,-0.997497,-0.943024,-0.87296,-0.812943,-0.742062,-0.668494,-0.60153,-0.524541,-0.452055,-0.369709,-0.294206,-0.204446,-0.120601,-0.0314839,0.056867,0.146622,0.230727,0.323009,0.416011,0.511698,0.60567,0.702465,0.790345,0.88768,0.986565,1.08052,1.17333,1.26121,1.35916,1.4543,1.55109,1.63352,1.69205,25
1.61602,1.6111,1.59326,1.56611,1.52626,1.47033,1.37978,1.28797,1.19518,1.09569,0.998767,0.913167,0.812522,0.711805,0.611235,0.510593,0.413424,0.327968,0.228522,0.131794,0.0352154,-0.0611936,-0.157413,-0.253411,-0.349163,-0.440962,-0.53589,-0.621916,-0.71077,-0.783297,-0.860997,-0.941457,-1.01207,-1.07127,-1.12913,-1.16082,-1.17948,-1.18557,-1.17824,-1.14523,-1.11616,-1.09149,-1.06004,-1.03411,-1.04602,-1.03943,-1.07175,-1.11993,-1.16871,-1.19792,-1.23304,-1.23509,-1.22187,-1.18944,-1.14501,-1.0968,-1.024,-0.947043,-0.866561,-0.778682,-0.687986,-0.610118,-0.517667,-0.421525,-0.341933,-0.245249,-0.148396,-0.0514005,0.0457221,0.145238,0.242848,0.34201,0.441538,0.528218,0.628781,0.730613,0.816081,0.917959,1.01988,1.10535,1.20244,1.29912,1.39104,1.47964,1.55799,1.58363,1.59923,1.60271,1.6018,1.60334,1.59317,1.574,1.53027,1.4552,1.36431,1.27077,1.18755,1.08803,0.988442,0.901938,0.80126,0.700837,0.61437,0.514544,0.417213,0.33121,0.232222,0.134987,0.0378599,-0.0591475,-0.156015,-0.252729,-0.349259,-0.44247,-0.537083,-0.6304,-0.721506,-0.808172,-0.895424,-0.976682,-1.04111,-1.10552,-1.16297,-1.21214,-1.24206,-1.25445,-1.22851,-1.21148,-1.16815,-1.1159,-1.09787,-1.0739,-1.05983,-1.06792,-1.0867,-1.12407,-1.15682,-1.17799,-1.18006,-1.17932,-1.15832,-1.11713,-1.06742,-1.0052,-0.933658,-0.860002,-0.790279,-0.70625,-0.620074,-0.544059,-0.449619,-0.358474,-0.266545,-0.170736,-0.0746911,0.00532256,0.104046,0.200619,0.297338,0.396781,0.496233,0.595619,0.695151,0.794342,0.894089,0.993564,1.08994,1.17851,1.27552,1.37027,1.45845,1.52131,1.56156,1.5818,1.60496,1.60825,14
1.88095,1.82805,1.74056,1.63458,1.52876,1.42307,1.31774,1.21654,1.12041,1.04531,0.953686,0.863654,0.770287,0.674418,0.581648,0.483239,0.385486,0.283288,0.181418,0.0799131,-0.0211845,-0.116984,-0.215722,-0.3084,-0.39971,-0.48948,-0.569496,-0.646406,-0.719884,-0.798325,-0.853185,-0.901676,-0.946135,-0.990581,-1.03151,-1.05103,-1.08298,-1.11012,-1.13932,-1.16131,-1.18359,-1.19968,-1.21614,-1.22487,-1.22573,-1.21871,-1.20392,-1.18159,-1.16874,-1.13203,-1.11233,-1.09387,-1.06893,-1.02252,-0.98387,-0.951348,-0.899518,-0.851229,-0.790297,-0.722834,-0.657304,-0.591659,-0.510673,-0.428949,-0.348287,-0.250204,-0.157864,-0.0582139,0.0419713,0.142635,0.249283,0.350573,0.448259,0.54423,0.638228,0.728197,0.819925,0.89622,0.981878,1.07168,1.16532,1.26529,1.36801,1.47118,1.56341,1.66861,1.77235,1.82915,1.8282,1.78735,1.69351,1.58822,1.48215,1.37667,1.27333,1.17138,1.07581,0.999269,0.91134,0.821051,0.745513,0.646455,0.551779,0.453483,0.377679,0.275722,0.174083,0.0728263,-0.0271213,-0.122227,-0.22179,-0.313968,-0.404735,-0.491263,-0.573108,-0.649156,-0.717298,-0.785203,-0.848674,-0.895516,-0.943127,-0.991306,-1.03317,-1.07217,-1.09957,-1.13183,-1.16073,-1.18229,-1.18063,-1.20224,-1.21775,-1.22549,-1.22535,-1.21732,-1.20156,-1.17829,-1.1645,-1.12695,-1.09883,-1.069,-1.03772,-1.00572,-0.966855,-0.927634,-0.883249,-0.832175,-0.766251,-0.71057,-0.640245,-0.568647,-0.49475,-0.41101,-0.32783,-0.237049,-0.139033,-0.0457245,0.0545234,0.155244,0.256762,0.363259,0.45978,0.561063,0.654967,0.749136,0.843185,0.930879,1.016,1.10767,1.20215,1.30001,1.38438,1.48892,1.59536,1.68943,1.78716,1.85985,3
